"","term","kana","pos","value"
"51984","一定","いってい","名詞",-0.95207
"51985","織る","おる","動詞",-0.952131
"51986","馬鹿げる","ばかげる","動詞",-0.952264
"51987","付け景気","つけげいき","名詞",-0.952442
"51988","弱小","じゃくしょう","名詞",-0.952491
"51989","辺り","あたり","名詞",-0.952548
"51990","装置","そうち","名詞",-0.953009
"51991","鳥","とり","名詞",-0.953198
"51992","十","とお","名詞",-0.953897
"51993","騒ぐ","さわぐ","動詞",-0.954041
"51994","恐れる","おそれる","動詞",-0.954136
"51995","吹く","ふく","動詞",-0.954354
"51996","情実","じょうじつ","名詞",-0.954682
"51997","当てる","あてる","動詞",-0.954838
"51998","へろへろ","へろへろ","副詞",-0.954882
"51999","仕方","しかた","名詞",-0.954906
"52000","二つ","ふたつ","名詞",-0.955274
"52001","湯","ゆ","名詞",-0.955306
"52002","模様","もよう","名詞",-0.955407
"52003","止める","とめる","動詞",-0.955448
"52004","空恥しい","そらはずかしい","形容詞",-0.955623
"52005","送る","おくる","動詞",-0.955632
"52006","土地","とち","名詞",-0.955849
"52007","沸く","わく","動詞",-0.955907
"52008","締める","しめる","動詞",-0.95595
"52009","乗る","のる","動詞",-0.956159
"52010","泣く","なく","動詞",-0.956277
"52011","煙草","タバコ","名詞",-0.956712
"52012","邪心","じゃしん","名詞",-0.956728
"52013","息","そく","名詞",-0.957034
"52014","初め","はじめ","名詞",-0.957222
"52015","乗せる","のせる","動詞",-0.957579
"52016","骨","ほね","名詞",-0.957786
"52017","犯す","おかす","動詞",-0.9578
"52018","竹","ちく","名詞",-0.957845
"52019","如何にも","いかにも","副詞",-0.957939
"52020","腰","よう","名詞",-0.957941
"52021","海","かい","名詞",-0.958041
"52022","仕事","しごと","名詞",-0.958117
"52023","雨","う","名詞",-0.958257
"52024","諭","ゆ","名詞",-0.958469
"52025","咲く","さく","動詞",-0.958514
"52026","記す","しるす","動詞",-0.958615
"52027","させる","させる","動詞",-0.95867
"52028","短才","たんさい","名詞",-0.958939
"52029","女","め","名詞",-0.958945
"52030","若朽","じゃっきゅう","名詞",-0.959171
"52031","加える","くわえる","動詞",-0.959272
"52032","防ぐ","ふせぐ","動詞",-0.959316
"52033","細長い","ほそながい","形容詞",-0.95944
"52034","多岐亡羊","たきぼうよう","名詞",-0.959521
"52035","首","しゅ","名詞",-0.959736
"52036","素","す","名詞",-0.959893
"52037","面目無い","めんぼくない","形容詞",-0.960389
"52038","過信","かしん","名詞",-0.960412
"52039","大人","おとなげない","形容詞",-0.960539
"52040","悪才","あくさい","名詞",-0.960761
"52041","半端","はんぱ","名詞",-0.960822
"52042","飛ぶ","とぶ","動詞",-0.960905
"52043","強敵","きょうてき","名詞",-0.96094
"52044","当てられる","あてられる","動詞",-0.960959
"52045","過誤","かご","名詞",-0.961089
"52046","びり","びり","名詞",-0.961147
"52047","行く","ゆく","動詞",-0.961267
"52048","顔負け","かおまけ","名詞",-0.961444
"52049","立つ","たつ","動詞",-0.961493
"52050","衣服","いふく","名詞",-0.961526
"52051","無駄","むだ","名詞",-0.961562
"52052","態度","たいど","名詞",-0.961568
"52053","石仏","いしぼとけ","名詞",-0.96181
"52054","衰える","おとろえる","動詞",-0.961836
"52055","きりきり","きりきり","副詞",-0.961859
"52056","早世","そうせい","名詞",-0.961927
"52057","若死","わかじに","名詞",-0.961972
"52058","全体","ぜんたい","名詞",-0.96202
"52059","宿酔","しゅくすい","名詞",-0.962048
"52060","変える","かえる","動詞",-0.962259
"52061","意気地無し","いくじなし","名詞",-0.962287
"52062","開く","ひらく","動詞",-0.9625
"52063","凡手","ぼんしゅ","名詞",-0.962659
"52064","太鼓医者","たいこいしゃ","名詞",-0.962767
"52065","藁","わら","名詞",-0.962803
"52066","飲む","のむ","動詞",-0.962809
"52067","とぼとぼ","とぼとぼ","副詞",-0.962944
"52068","窪む","くぼむ","動詞",-0.963058
"52069","滅亡","めつぼう","名詞",-0.963121
"52070","石","せき","名詞",-0.963232
"52071","振舞う","ふるまう","動詞",-0.963247
"52072","夜","よる","名詞",-0.963267
"52073","文章","ぶんしょう","名詞",-0.963412
"52074","壊滅","かいめつ","名詞",-0.963475
"52075","空威張り","からいばり","名詞",-0.963599
"52076","にたにた","にたにた","副詞",-0.963749
"52077","粉","ふん","名詞",-0.96419
"52078","馬鹿","ばか","名詞",-0.964267
"52079","重婚","じゅうこん","名詞",-0.964409
"52080","大敵","たいてき","名詞",-0.964508
"52081","韻致","いんち","名詞",-0.964514
"52082","表面","ひょうめん","名詞",-0.964694
"52083","火取り","ひとり","名詞",-0.964748
"52084","酒","しゅ","名詞",-0.964887
"52085","保身","ほしん","名詞",-0.964915
"52086","受ける","うける","動詞",-0.965127
"52087","奸雄","かんゆう","名詞",-0.965132
"52088","数","すう","名詞",-0.965147
"52089","症状","しょうじょう","名詞",-0.965253
"52090","実","み","名詞",-0.965333
"52091","交ぜる","まぜる","動詞",-0.965568
"52092","激臭","げきしゅう","名詞",-0.965568
"52093","土","ど","名詞",-0.965622
"52094","騙す","だます","動詞",-0.965659
"52095","がめつい","がめつい","形容詞",-0.965793
"52096","懦夫","だふ","名詞",-0.965828
"52097","板","いた","名詞",-0.965861
"52098","恩着せがましい","おんきせがましい","形容詞",-0.965971
"52099","味気無い","あじきない","形容詞",-0.965982
"52100","うじうじ","うじうじ","副詞",-0.966065
"52101","功罪","こうざい","名詞",-0.966123
"52102","ぶらぶら病","ぶらぶらやまい","名詞",-0.966151
"52103","覆う","おおう","動詞",-0.96628
"52104","様","さま","名詞",-0.966344
"52105","葉桜","はざくら","名詞",-0.966575
"52106","五","ご","名詞",-0.966592
"52107","来る","くる","動詞",-0.966732
"52108","一緒","いっしょ","名詞",-0.96674
"52109","濡れる","ぬれる","動詞",-0.966796
"52110","垢抜ける","あかぬける","動詞",-0.966973
"52111","非力","ひりき","名詞",-0.966977
"52112","明ける","あける","動詞",-0.96715
"52113","呉下","ごか","名詞",-0.967173
"52114","邪道","じゃどう","名詞",-0.967452
"52115","内","うち","名詞",-0.967488
"52116","誨淫","かいいん","名詞",-0.967736
"52117","気負う","きおう","動詞",-0.967947
"52118","まじめ","まじめくさる","動詞",-0.968114
"52119","動物","どうぶつ","名詞",-0.968312
"52120","食べる","たべる","動詞",-0.968337
"52121","贅言","ぜいげん","名詞",-0.968343
"52122","急","きゅう","名詞",-0.968355
"52123","息切れ","いきぎれ","名詞",-0.968386
"52124","悪戦苦闘","あくせんくとう","名詞",-0.96841
"52125","病躯","びょうく","名詞",-0.968569
"52126","病苦","びょうく","名詞",-0.968569
"52127","煩い付く","わずらいつく","動詞",-0.968569
"52128","落命","らくめい","名詞",-0.968673
"52129","半死半生","はんしはんしょう","名詞",-0.968673
"52130","他界","たかい","名詞",-0.968673
"52131","圧死","あっし","名詞",-0.968673
"52132","死中","しちゅう","名詞",-0.968847
"52133","下げる","さげる","動詞",-0.968877
"52134","罪障","ざいしょう","名詞",-0.96892
"52135","傷物","きずもの","名詞",-0.968952
"52136","度し難い","どしがたい","形容詞",-0.969197
"52137","悪法","あくほう","名詞",-0.969274
"52138","鼻元思案","はなもとじあん","名詞",-0.96933
"52139","蹴る","ける","動詞",-0.969362
"52140","失念","しつねん","名詞",-0.969507
"52141","過多","かた","名詞",-0.969636
"52142","上がったり","あがったり","名詞",-0.969709
"52143","横好き","よこずき","名詞",-0.969712
"52144","業","わざ","名詞",-0.969763
"52145","気の病","きのやまい","名詞",-0.96981
"52146","片便り","かただより","名詞",-0.969922
"52147","痛む","いたむ","動詞",-0.96996
"52148","吊る","つる","動詞",-0.970016
"52149","示寂","じじゃく","名詞",-0.970043
"52150","死病","しびょう","名詞",-0.970352
"52151","ころり","ころり","副詞",-0.970473
"52152","溜る","たまる","動詞",-0.970481
"52153","油","ゆ","名詞",-0.970508
"52154","繁栄","はんえい","名詞",-0.970524
"52155","堪え難い","たえがたい","形容詞",-0.970538
"52156","けたたましい","けたたましい","形容詞",-0.970615
"52157","古拙","こせつ","名詞",-0.970836
"52158","みれん","みれんがましい","形容詞",-0.970838
"52159","悪様","あしざま","名詞",-0.970859
"52160","寝苦しい","ねぐるしい","形容詞",-0.970914
"52161","出涸らし","でがらし","名詞",-0.970917
"52162","水中り","みずあたり","名詞",-0.970946
"52163","二八","にっぱち","名詞",-0.970947
"52164","婀娜っぽい","あだっぽい","形容詞",-0.970985
"52165","内攻","ないこう","名詞",-0.970997
"52166","皮","かわ","名詞",-0.971085
"52167","呉越同舟","ごえつどうしゅう","名詞",-0.971163
"52168","牽強付会","けんきょうふかい","名詞",-0.971201
"52169","殉職","じゅんしょく","名詞",-0.971247
"52170","浮世","うきよ","名詞",-0.971259
"52171","少し","すこし","副詞",-0.97139
"52172","悪僧","あくそう","名詞",-0.971491
"52173","魔神","まじん","名詞",-0.971552
"52174","金属","きんぞく","名詞",-0.971565
"52175","甘ちょろい","あまちょろい","形容詞",-0.97163
"52176","弱敵","じゃくてき","名詞",-0.971636
"52177","昔","むかし","名詞",-0.971667
"52178","申訳無い","もうしわけ","形容詞",-0.971675
"52179","才子多病","さいしたびょう","名詞",-0.971782
"52180","小勇","しょうゆう","名詞",-0.971794
"52181","命終","みょうじゅう","名詞",-0.971832
"52182","夏枯れ","なつがれ","名詞",-0.972083
"52183","不手際","ふてぎわ","名詞",-0.972084
"52184","口さがない","くちさがない","形容詞",-0.972196
"52185","鼻聾","はなつんぼ","名詞",-0.972223
"52186","馴れ馴れしい","なれなれしい","形容詞",-0.972253
"52187","亡き人","なきひと","名詞",-0.972373
"52188","生侍","なまざむらい","名詞",-0.972469
"52189","猛勇","もうゆう","名詞",-0.972494
"52190","聞苦しい","ききぐるしい","形容詞",-0.972502
"52191","小敵","しょうてき","名詞",-0.972507
"52192","計る","はかる","動詞",-0.972576
"52193","うろ覚え","うろおぼえ","名詞",-0.972628
"52194","間延び","まのび","名詞",-0.972646
"52195","俗儒","ぞくじゅ","名詞",-0.972708
"52196","腹","ふく","名詞",-0.9728
"52197","実悪","じつあく","名詞",-0.972824
"52198","不堪","ふかん","名詞",-0.972911
"52199","髀肉","ひにく","名詞",-0.972958
"52200","悪例","あくれい","名詞",-0.972965
"52201","困惑","こんわく","名詞",-0.972971
"52202","国賊","こくぞく","名詞",-0.972985
"52203","悪因","あくいん","名詞",-0.973087
"52204","妄想","もうそう","名詞",-0.973106
"52205","瘡蓋","かさぶた","名詞",-0.973123
"52206","危篤","きとく","名詞",-0.973148
"52207","心許無い","こころもとない","形容詞",-0.973155
"52208","気息奄奄","きそくえんえん","名詞",-0.973167
"52209","愧死","きし","名詞",-0.973221
"52210","抹消","まっしょう","名詞",-0.973233
"52211","弱体","じゃくたい","名詞",-0.973282
"52212","生臭坊主","なまぐさぼうず","名詞",-0.973397
"52213","脳病","のうびょう","名詞",-0.973439
"52214","殺伐","さつばつ","名詞",-0.973499
"52215","空景気","からげいき","名詞",-0.97365
"52216","摩耗","まもう","名詞",-0.973858
"52217","遜色","そんしょく","名詞",-0.973902
"52218","時代","じだい","名詞",-0.973927
"52219","おろおろ","おろおろ","副詞",-0.973931
"52220","感じ","かんじ","名詞",-0.97402
"52221","窮余","きゅうよ","名詞",-0.97407
"52222","病癖","びょうへき","名詞",-0.97407
"52223","発病","はつびょう","名詞",-0.974149
"52224","ごろつく","ごろつく","動詞",-0.974182
"52225","聞辛い","ききづらい","形容詞",-0.97419
"52226","廃人","はいじん","名詞",-0.974229
"52227","例","れい","名詞",-0.974268
"52228","竄入","ざんにゅう","名詞",-0.97427
"52229","寒色","かんしょく","名詞",-0.9743
"52230","病根","びょうこん","名詞",-0.974346
"52231","毒死","どくし","名詞",-0.974373
"52232","へったくれ","へったくれ","名詞",-0.974465
"52233","妄動","もうどう","名詞",-0.974518
"52234","りくつ","りくつっぽい","形容詞",-0.974566
"52235","上","じょう","名詞",-0.974571
"52236","いじ悪","いじわる","名詞",-0.974576
"52237","白い","しろい","形容詞",-0.974579
"52238","頑是無い","がんぜない","形容詞",-0.974688
"52239","悪因悪果","あくいんあっか","名詞",-0.974712
"52240","窮死","きゅうし","名詞",-0.974751
"52241","宿痾","しゅくあ","名詞",-0.974858
"52242","忙殺","ぼうさつ","名詞",-0.974864
"52243","いじっ張り","いじっぱり","名詞",-0.974868
"52244","服毒","ふくどく","名詞",-0.974888
"52245","凶兆","きょうちょう","名詞",-0.97492
"52246","血の池","ちのいけ","名詞",-0.974928
"52247","フィラリア病","フィラリアびょう","名詞",-0.974934
"52248","いじいじ","いじいじ","名詞",-0.974942
"52249","動ずる","どうずる","動詞",-0.974967
"52250","顔","がん","名詞",-0.974974
"52251","小党","しょうとう","名詞",-0.974987
"52252","うわつく","うわつく","動詞",-0.975014
"52253","詰責","きっせき","名詞",-0.975018
"52254","銅臭","どうしゅう","名詞",-0.975053
"52255","細瑾","さいきん","名詞",-0.97507
"52256","逆恨み","さかうらみ","名詞",-0.975093
"52257","酔漢","すいかん","名詞",-0.975099
"52258","八方美人","はっぽうびじん","名詞",-0.975111
"52259","物狂おしい","ものぐるおしい","形容詞",-0.975113
"52260","嘆き死に","なげきじに","名詞",-0.975122
"52261","何となく","なんとなく","副詞",-0.975136
"52262","逆運","ぎゃくうん","名詞",-0.975237
"52263","北狄","ほくてき","名詞",-0.975281
"52264","声","せい","名詞",-0.975296
"52265","口幅ったい","くちはばったい","形容詞",-0.975329
"52266","暴勇","ぼうゆう","名詞",-0.975365
"52267","選る","よる","動詞",-0.975455
"52268","忙中","ぼうちゅう","名詞",-0.975474
"52269","不適任","ふてきにん","名詞",-0.975516
"52270","良否","りょうひ","名詞",-0.975548
"52271","劣敗","れっぱい","名詞",-0.975554
"52272","没落","ぼつらく","名詞",-0.975572
"52273","難詰","なんきつ","名詞",-0.975598
"52274","道楽","どうらく","名詞",-0.975604
"52275","あっけ","あっけない","形容詞",-0.975665
"52276","梟将","きょうしょう","名詞",-0.975672
"52277","含む","ふくむ","動詞",-0.975718
"52278","インフェリオリティー　コンプレックス","インフェリオリティー　コンプレックス","名詞",-0.975737
"52279","奸物","かんぶつ","名詞",-0.975748
"52280","色悪","いろあく","名詞",-0.975758
"52281","危なっかしい","あぶなっかしい","形容詞",-0.975777
"52282","ぎごちない","ぎごちない","形容詞",-0.975836
"52283","夏","なつ","名詞",-0.975844
"52284","流弊","りゅうへい","名詞",-0.975921
"52285","いたつき","いたつき","名詞",-0.975961
"52286","先","さき","名詞",-0.976014
"52287","立てる","たてる","動詞",-0.976058
"52288","小児病","しょうにびょう","名詞",-0.976059
"52289","悪運","あくうん","名詞",-0.976063
"52290","後腐れ","あとくされ","名詞",-0.976105
"52291","惑い","まどい","名詞",-0.976115
"52292","病因","びょういん","名詞",-0.97615
"52293","哀絶","あいぜつ","名詞",-0.976158
"52294","賊名","ぞくめい","名詞",-0.97618
"52295","薬毒","やくどく","名詞",-0.976217
"52296","一人相撲","ひとりずもう","名詞",-0.976269
"52297","紊乱","ぶんらん","名詞",-0.976444
"52298","肉","にく","名詞",-0.976466
"52299","道","みち","名詞",-0.976492
"52300","火中","かちゅう","名詞",-0.976518
"52301","藪蛇","やぶへび","名詞",-0.97656
"52302","たてひき","たてひきずく","名詞",-0.976581
"52303","空っ下手","からっぺた","名詞",-0.976605
"52304","糸","し","名詞",-0.976637
"52305","脱却","だっきゃく","名詞",-0.976715
"52306","驚風","きょうふう","名詞",-0.976735
"52307","切る","きる","動詞",-0.976761
"52308","症例","しょうれい","名詞",-0.97681
"52309","悪しからず","あしからず","副詞",-0.976857
"52310","駆動","くどう","名詞",-0.976892
"52311","嫌疑","けんぎ","名詞",-0.976898
"52312","老弱","ろうじゃく","名詞",-0.976904
"52313","住む","すむ","動詞",-0.97697
"52314","損亡","そんもう","名詞",-0.976973
"52315","病める","やめる","動詞",-0.976996
"52316","骨っぽい","ほねっぽい","形容詞",-0.977003
"52317","こってり","こってり","副詞",-0.97705
"52318","憂色","ゆうしょく","名詞",-0.977069
"52319","病変","びょうへん","名詞",-0.977119
"52320","逸り気","はやりぎ","名詞",-0.977121
"52321","病みほおける","やみほおける","動詞",-0.977137
"52322","死没","しぼつ","名詞",-0.977139
"52323","愕然","がくぜん","名詞",-0.977156
"52324","猛省","もうせい","名詞",-0.977171
"52325","刑死","けいし","名詞",-0.977181
"52326","手重い","ておもい","形容詞",-0.977188
"52327","凡慮","ぼんりょ","名詞",-0.977194
"52328","まごまご","まごまご","副詞",-0.977219
"52329","ぼそぼそ","ぼそぼそ","副詞",-0.977252
"52330","きいきい声","きいきいごえ","名詞",-0.977279
"52331","抜ける","ぬける","動詞",-0.977282
"52332","身","み","名詞",-0.977377
"52333","女囚","じょしゅう","名詞",-0.977412
"52334","痩せ地","やせち","名詞",-0.977419
"52335","穴","けつ","名詞",-0.977432
"52336","無くなる","なくなる","動詞",-0.977463
"52337","愛想尽かし","あいそづかし","名詞",-0.977465
"52338","病巣","びょうそう","名詞",-0.977534
"52339","男囚","だんしゅう","名詞",-0.977573
"52340","下根","げこん","名詞",-0.977574
"52341","手柄顔","てがらがお","名詞",-0.977601
"52342","言捨てる","いいすてる","動詞",-0.977613
"52343","拙論","せつろん","名詞",-0.97765
"52344","告別式","こくべつしき","名詞",-0.977654
"52345","当惑","とうわく","名詞",-0.977668
"52346","船酔","ふなよい","名詞",-0.977669
"52347","劫罰","ごうばつ","名詞",-0.977742
"52348","落ちる","おちる","動詞",-0.97775
"52349","鬱血","うっけつ","名詞",-0.97779
"52350","困憊","こんぱい","名詞",-0.977831
"52351","重重しい","おもおもしい","形容詞",-0.977898
"52352","腹穢い","はらぎたない","形容詞",-0.977916
"52353","飢死","うえじに","名詞",-0.978001
"52354","不遇","ふぐう","名詞",-0.978036
"52355","前駆症状","ぜんくしょうじょう","名詞",-0.978051
"52356","俗事","ぞくじ","名詞",-0.978093
"52357","ぎくりと","ぎくりと","副詞",-0.978159
"52358","既往症","きおうしょう","名詞",-0.978167
"52359","虚業","きょぎょう","名詞",-0.978253
"52360","毛","もう","名詞",-0.978321
"52361","蛮習","ばんしゅう","名詞",-0.978342
"52362","蛮風","ばんぷう","名詞",-0.978342
"52363","暴威","ぼうい","名詞",-0.97836
"52364","威圧","いあつ","名詞",-0.978415
"52365","小破","しょうは","名詞",-0.978465
"52366","暗澹","あんたん","名詞",-0.97847
"52367","ぞくぞく","ぞくぞく","副詞",-0.978479
"52368","入寂","にゅうじゃく","名詞",-0.978495
"52369","向寒","こうかん","名詞",-0.978528
"52370","気","け","名詞",-0.978644
"52371","淫事","いんじ","名詞",-0.978649
"52372","有名無実","ゆうめいむじつ","名詞",-0.978657
"52373","膝","ひざ","名詞",-0.978661
"52374","場当り","ばあたり","名詞",-0.978699
"52375","妖雲","よううん","名詞",-0.978721
"52376","狂死","きょうし","名詞",-0.97873
"52377","底意地","そこいじ","名詞",-0.978735
"52378","座る","すわる","動詞",-0.978744
"52379","敵す","てきす","動詞",-0.978746
"52380","偽善","ぎぜん","名詞",-0.978748
"52381","行路病者","こうろびょうしゃ","名詞",-0.978765
"52382","慙死","ざんし","名詞",-0.978769
"52383","恨みっこ","うらみっこ","名詞",-0.978797
"52384","軋轢","あつれき","名詞",-0.978825
"52385","上げる","あげる","動詞",-0.978829
"52386","体罰","たいばつ","名詞",-0.978888
"52387","手緩い","てぬるい","形容詞",-0.978889
"52388","回り遠い","まわりどおい","形容詞",-0.978909
"52389","どす黒い","どすぐろい","形容詞",-0.97892
"52390","臭わせる","におわせる","動詞",-0.978934
"52391","飯","めし","名詞",-0.978962
"52392","蹣跚","まんさん","名詞",-0.978967
"52393","くよくよ","くよくよ","副詞",-0.978974
"52394","乱酔","らんすい","名詞",-0.979023
"52395","九尺二間","くしゃくにけん","名詞",-0.979036
"52396","尻こそばい","しりこそばい","形容詞",-0.979049
"52397","山","やま","名詞",-0.979061
"52398","今際","いまわ","名詞",-0.979065
"52399","失火","しっか","名詞",-0.979095
"52400","北ぼう","ほくぼう","名詞",-0.9791
"52401","離愁","りしゅう","名詞",-0.97916
"52402","どきりと","どきりと","副詞",-0.979166
"52403","急火","きゅうか","名詞",-0.979197
"52404","厄日","やくび","名詞",-0.979205
"52405","心苦しい","こころぐるしい","形容詞",-0.979272
"52406","皮膚","ひふ","名詞",-0.979289
"52407","ＢＣＧ","ビーシージー","名詞",-0.979293
"52408","言いそびれる","いいそびれる","動詞",-0.979301
"52409","甘やかす","あまやかす","動詞",-0.979313
"52410","直ぐ","すぐ","副詞",-0.979316
"52411","蕭蕭","しょうしょう","名詞",-0.979325
"52412","冷評","れいひょう","名詞",-0.979345
"52413","未練","みれん","名詞",-0.979362
"52414","だら幹","だらかん","名詞",-0.979395
"52415","悪騒ぎ","わるさわぎ","名詞",-0.979455
"52416","乗外す","のりはずす","動詞",-0.979482
"52417","細かい","こまかい","形容詞",-0.979487
"52418","失語","しつご","名詞",-0.979512
"52419","不定愁訴","ふていしゅうそ","名詞",-0.979516
"52420","通弊","つうへい","名詞",-0.979567
"52421","疫病神","やくびょうがみ","名詞",-0.979615
"52422","先非","せんぴ","名詞",-0.979637
"52423","風","ふう","名詞",-0.979644
"52424","空世辞","からせじ","名詞",-0.979658
"52425","血腥い","ちなまぐさい","形容詞",-0.979711
"52426","百害","ひゃくがい","名詞",-0.979727
"52427","劣化","れっか","名詞",-0.979749
"52428","売僧","まいす","名詞",-0.97975
"52429","愁傷","しゅうしょう","名詞",-0.979778
"52430","もさっと","もさっと","副詞",-0.979792
"52431","のこのこ","のこのこ","副詞",-0.979802
"52432","置く","おく","動詞",-0.979829
"52433","男狂い","おとこぐるい","名詞",-0.979847
"52434","中","なか","名詞",-0.979874
"52435","未だ","まだ","副詞",-0.979876
"52436","蒲柳","ほりゅう","名詞",-0.979898
"52437","魔王","まおう","名詞",-0.97994
"52438","悲憤","ひふん","名詞",-0.979948
"52439","凡骨","ぼんこつ","名詞",-0.979962
"52440","ぶれる","ぶれる","動詞",-0.979982
"52441","万病","まんびょう","名詞",-0.979996
"52442","未だしい","いまだしい","形容詞",-0.980013
"52443","ぐしゃっと","ぐしゃっと","副詞",-0.980021
"52444","難症","なんしょう","名詞",-0.980049
"52445","漏電","ろうでん","名詞",-0.980053
"52446","痩せ山","やせやま","名詞",-0.980066
"52447","妖言","ようげん","名詞",-0.980075
"52448","匪徒","ひと","名詞",-0.980155
"52449","情痴","じょうち","名詞",-0.98017
"52450","忌服","きぶく","名詞",-0.980184
"52451","魚","さかな","名詞",-0.98022
"52452","離間","りかん","名詞",-0.980243
"52453","泡銭","あぶくぜに","名詞",-0.980295
"52454","寒気","かんき","名詞",-0.980315
"52455","夭死","ようし","名詞",-0.980324
"52456","海損","かいそん","名詞",-0.98041
"52457","佞人","ねいじん","名詞",-0.980411
"52458","悪擦れ","わるずれ","名詞",-0.980436
"52459","ぎょっと","ぎょっと","副詞",-0.980469
"52460","吐乳","とにゅう","名詞",-0.980482
"52461","暗剣殺","あんけんさつ","名詞",-0.980498
"52462","狡兎","こうと","名詞",-0.980529
"52463","去勢","きょせい","名詞",-0.980547
"52464","頭","とう","名詞",-0.980576
"52465","半殺し","はんごろし","名詞",-0.980587
"52466","余喘","よぜん","名詞",-0.980618
"52467","疑心","ぎしん","名詞",-0.980631
"52468","業苦","ごうく","名詞",-0.980639
"52469","小賢しい","こざかしい","形容詞",-0.980647
"52470","執念深い","しゅうねんぶかい","形容詞",-0.980653
"52471","古臭い","ふるくさい","形容詞",-0.980653
"52472","討死","うちじに","名詞",-0.98067
"52473","嘘字","うそじ","名詞",-0.980682
"52474","外患","がいかん","名詞",-0.980707
"52475","生乾き","なまがわき","名詞",-0.980709
"52476","だだっ広い","だだっぴろい","形容詞",-0.980738
"52477","独り善がり","ひとりよがり","名詞",-0.980743
"52478","老死","ろうし","名詞",-0.980747
"52479","迷信","めいしん","名詞",-0.980765
"52480","不慮","ふりょ","名詞",-0.980781
"52481","脳溢血","のういっけつ","名詞",-0.980838
"52482","佞臣","ねいしん","名詞",-0.980844
"52483","露顕","ろけん","名詞",-0.98087
"52484","激しい","はげしい","形容詞",-0.980937
"52485","馬の骨","うまのほね","名詞",-0.98094
"52486","過労","かろう","名詞",-0.98095
"52487","世直し","よなおし","名詞",-0.98098
"52488","闇","あん","名詞",-0.98099
"52489","洗練","せんれん","名詞",-0.980997
"52490","うら恥しい","うらはずかしい","形容詞",-0.981018
"52491","低能","ていのう","名詞",-0.981021
"52492","薬害","やくがい","名詞",-0.981052
"52493","暗転","あんてん","名詞",-0.981101
"52494","曲論","きょくろん","名詞",-0.981104
"52495","死児","しじ","名詞",-0.981158
"52496","道具","どうぐ","名詞",-0.981161
"52497","病虫害","びょうちゅうがい","名詞",-0.981168
"52498","歩く","あるく","動詞",-0.981248
"52499","職業病","しょくぎょうびょう","名詞",-0.981265
"52500","不首尾","ふしゅび","名詞",-0.98127
"52501","鬩ぐ","せめぐ","動詞",-0.981272
"52502","嵐気","らんき","名詞",-0.981275
"52503","ちんぴら","ちんぴら","名詞",-0.981276
"52504","早桶","はやおけ","名詞",-0.981277
"52505","囚役","しゅうえき","名詞",-0.981278
"52506","三","みつ","名詞",-0.981313
"52507","得手勝手","えてかって","名詞",-0.981328
"52508","適応症","てきおうしょう","名詞",-0.981335
"52509","俗信","ぞくしん","名詞",-0.981358
"52510","天火","てんか","名詞",-0.98136
"52511","結滞","けったい","名詞",-0.981408
"52512","寝刃","ねたば","名詞",-0.981432
"52513","音","ね","名詞",-0.98144
"52514","激症","げきしょう","名詞",-0.981476
"52515","無才","むさい","名詞",-0.981487
"52516","死産","しざん","名詞",-0.981498
"52517","かんじょう","かんじょうずく","名詞",-0.9815
"52518","家出","いえで","名詞",-0.981509
"52519","戦雲","せんうん","名詞",-0.981526
"52520","どた靴","どたぐつ","名詞",-0.981527
"52521","贖罪","しょくざい","名詞",-0.981572
"52522","加減物","かげんもの","名詞",-0.981584
"52523","小ぢんまり","こぢんまり","副詞",-0.981587
"52524","冬枯れ","ふゆがれ","名詞",-0.981587
"52525","おどろおどろしい","おどろおどろしい","形容詞",-0.981625
"52526","どら息子","どらむすこ","名詞",-0.981671
"52527","血友病","けつゆうびょう","名詞",-0.981676
"52528","馬頭","めず","名詞",-0.981739
"52529","生贄","いけにえ","名詞",-0.981767
"52530","難聴","なんちょう","名詞",-0.981848
"52531","讒臣","ざんしん","名詞",-0.98187
"52532","悪手","あくしゅ","名詞",-0.981874
"52533","老病","ろうびょう","名詞",-0.981875
"52534","仰天","ぎょうてん","名詞",-0.981902
"52535","細い","ほそい","形容詞",-0.981903
"52536","錆びる","さびる","動詞",-0.981907
"52537","足弱","あしよわ","名詞",-0.981949
"52538","痛風","つうふう","名詞",-0.981965
"52539","不風流","ぶふうりゅう","名詞",-0.982018
"52540","厭世","えんせい","名詞",-0.982018
"52541","煮る","にる","動詞",-0.982056
"52542","無神経","むしんけい","名詞",-0.982065
"52543","黒水引","くろみずひき","名詞",-0.982065
"52544","難易","なんい","名詞",-0.982078
"52545","紐","ひも","名詞",-0.982083
"52546","死に遅れる","しにおくれる","動詞",-0.982088
"52547","逸機","いっき","名詞",-0.982095
"52548","縁遠い","えんどおい","形容詞",-0.982134
"52549","桃尻","ももじり","名詞",-0.982138
"52550","子供","こども","名詞",-0.982188
"52551","忠諫","ちゅうかん","名詞",-0.98221
"52552","逸遊","いつゆう","名詞",-0.982248
"52553","不順","ふじゅん","名詞",-0.982276
"52554","突指","つきゆび","名詞",-0.982286
"52555","誘惑","ゆうわく","名詞",-0.982311
"52556","奇病","きびょう","名詞",-0.982325
"52557","堅忍不抜","けんにんふばつ","名詞",-0.982333
"52558","竹の子医者","たけのこいしゃ","名詞",-0.982339
"52559","不豫","ふよ","名詞",-0.982351
"52560","お手盛","おてもり","名詞",-0.982369
"52561","貧小","ひんしょう","名詞",-0.98237
